wam.txt 0 :	0 0 0 
wam.txt 822 :	0 0 1 
wam.txt 823 :	0 1 1 
wam.txt 824 :	0 1 1 
wam.txt 825 :	1 1 1 
wam.txt 826 :	0 1 1 
wam.txt 827 :	0 0 1 
wam.txt 828 :	0 0 1 
wam.txt 829 :	1 1 1 
wam.txt 830 :	0 0 1 
wam.txt 831 :	0 1 1 
wam.txt 832 :	0 1 1 
wam.txt 833 :	0 0 0 
wam.txt 834 :	1 1 1 
wam.txt 835 :	0 1 1 
wam.txt 836 :	1 0 1 
wam.txt 837 :	0 1 1 
wam.txt 838 :	0 1 1 
wam.txt 839 :	0 0 0 
wam.txt 840 :	0 0 1 
wam.txt 841 :	0 0 0 
wam.txt 842 :	0 1 1 
wam.txt 843 :	0 0 1 
wam.txt 844 :	0 1 1 
wam.txt 845 :	0 1 1 
wam.txt 846 :	0 0 1 
wam.txt 847 :	0 0 1 
wam.txt 848 :	0 0 1 
wam.txt 849 :	0 1 1 
wam.txt 850 :	0 0 0 
wam.txt 851 :	1 1 1 
wam.txt 852 :	1 1 0 
wam.txt 853 :	0 0 1 
wam.txt 854 :	1 0 1 
wam.txt 855 :	0 0 1 
wam.txt 856 :	0 1 1 
wam.txt 857 :	0 0 1 
wam.txt 858 :	0 0 1 
wam.txt 859 :	0 0 1 
wam.txt 860 :	0 1 1 
wam.txt 861 :	0 0 1 
wam.txt 862 :	0 0 1 
wam.txt 863 :	0 1 1 
wam.txt 864 :	0 1 1 
wam.txt 865 :	0 0 1 
wam.txt 866 :	0 1 1 
wam.txt 867 :	0 0 1 
wam.txt 868 :	0 1 1 
wam.txt 869 :	0 1 1 
wam.txt 870 :	0 0 1 
wam.txt 871 :	0 0 1 
wam.txt 872 :	0 1 1 
wam.txt 873 :	0 1 1 
wam.txt 874 :	0 0 1 
wam.txt 875 :	0 0 0 
wam.txt 876 :	0 1 1 
wam.txt 877 :	0 0 0 
wam.txt 878 :	0 0 1 
wam.txt 879 :	0 1 1 
wam.txt 880 :	0 1 1 
wam.txt 881 :	0 1 1 
wam.txt 882 :	0 0 1 
wam.txt 883 :	0 1 1 
wam.txt 884 :	0 1 1 
wam.txt 885 :	0 1 0 
wam.txt 886 :	0 0 1 
wam.txt 887 :	0 1 1 
wam.txt 888 :	0 0 1 
wam.txt 889 :	0 1 1 
wam.txt 890 :	0 1 1 
wam.txt 891 :	0 1 1 
wam.txt 892 :	0 1 1 
wam.txt 893 :	0 1 1 
wam.txt 894 :	0 1 1 
wam.txt 895 :	0 0 1 
wam.txt 896 :	0 1 1 
wam.txt 897 :	0 0 1 
wam.txt 898 :	0 1 1 
wam.txt 899 :	0 1 1 
wam.txt 900 :	1 0 1 
wam.txt 901 :	0 0 1 
wam.txt 902 :	0 1 1 
wam.txt 903 :	0 0 1 
wam.txt 904 :	0 0 1 
wam.txt 905 :	0 1 1 
wam.txt 906 :	0 1 1 
wam.txt 907 :	0 0 1 
wam.txt 908 :	0 0 1 
wam.txt 909 :	0 0 1 
wam.txt 910 :	0 1 1 
wam.txt 911 :	0 0 1 
wam.txt 912 :	0 0 1 
wam.txt 913 :	0 0 0 
wam.txt 914 :	0 1 1 
wam.txt 915 :	0 1 1 
wam.txt 916 :	0 1 1 
wam.txt 917 :	1 0 1 
wam.txt 918 :	0 0 1 
wam.txt 919 :	0 1 1 
wam.txt 920 :	0 0 1 
wam.txt 921 :	0 0 1 
wam.txt 922 :	1 1 1 
wam.txt 923 :	0 0 1 
wam.txt 924 :	1 1 1 
wam.txt 925 :	0 0 1 
wam.txt 926 :	0 0 1 
wam.txt 927 :	0 0 1 
wam.txt 928 :	0 1 1 
wam.txt 929 :	0 1 1 
wam.txt 930 :	0 1 0 
wam.txt 931 :	0 1 0 
wam.txt 932 :	0 0 1 
wam.txt 933 :	0 1 1 
wam.txt 934 :	0 1 1 
wam.txt 935 :	0 1 1 
wam.txt 936 :	0 1 1 
wam.txt 937 :	0 0 0 
wam.txt 938 :	0 1 1 
wam.txt 939 :	0 0 1 
wam.txt 940 :	0 0 1 
wam.txt 941 :	0 1 1 
wam.txt 942 :	0 0 1 
wam.txt 943 :	0 0 1 
wam.txt 944 :	0 1 1 
wam.txt 945 :	0 1 1 
wam.txt 946 :	0 1 0 
wam.txt 947 :	0 1 1 
wam.txt 948 :	0 0 1 
wam.txt 949 :	0 1 1 
wam.txt 950 :	1 1 1 
wam.txt 951 :	0 0 0 
wam.txt 952 :	0 1 1 
wam.txt 953 :	0 1 1 
wam.txt 954 :	0 1 1 
wam.txt 955 :	0 0 1 
wam.txt 956 :	0 0 1 
wam.txt 957 :	0 0 1 
wam.txt 958 :	0 0 1 
wam.txt 959 :	0 1 1 
wam.txt 960 :	0 0 0 
wam.txt 961 :	0 0 1 
wam.txt 962 :	0 1 1 
wam.txt 963 :	0 1 1 
wam.txt 964 :	0 0 1 
wam.txt 965 :	0 1 1 
wam.txt 966 :	0 1 0 
wam.txt 967 :	0 0 0 
wam.txt 968 :	0 1 1 
wam.txt 969 :	0 1 1 
wam.txt 970 :	0 0 1 
wam.txt 971 :	0 0 1 
wam.txt 972 :	0 1 1 
wam.txt 973 :	0 1 1 
wam.txt 974 :	0 1 0 
wam.txt 975 :	0 1 1 
wam.txt 976 :	0 0 1 
wam.txt 977 :	0 0 1 
wam.txt 978 :	0 1 0 
wam.txt 979 :	0 0 1 
wam.txt 980 :	0 1 1 
wam.txt 981 :	0 1 1 
wam.txt 982 :	1 0 1 
wam.txt 983 :	0 1 1 
wam.txt 984 :	0 0 1 
wam.txt 985 :	0 0 1 
wam.txt 986 :	0 1 1 
wam.txt 987 :	0 0 1 
wam.txt 988 :	1 1 1 
wam.txt 989 :	0 0 1 
wam.txt 990 :	0 1 1 
wam.txt 991 :	0 0 0 
wam.txt 992 :	0 0 0 
wam.txt 993 :	0 1 1 
wam.txt 994 :	0 1 1 
wam.txt 995 :	0 1 1 
wam.txt 996 :	0 1 1 
wam.txt 997 :	0 1 1 
wam.txt 998 :	0 0 1 
wam.txt 999 :	0 0 1 
wam.txt 1000 :	1 1 1 
wam.txt 1001 :	0 1 1 
wam.txt 1002 :	0 0 1 
wam.txt 1003 :	0 0 1 
wam.txt 1004 :	0 1 1 
wam.txt 1005 :	0 0 1 
wam.txt 1006 :	0 0 1 
wam.txt 1007 :	0 1 1 
wam.txt 1008 :	0 0 1 
wam.txt 1009 :	0 1 1 
wam.txt 1010 :	1 0 1 
wam.txt 1011 :	0 0 1 
wam.txt 1012 :	0 0 1 
wam.txt 1013 :	0 1 1 
wam.txt 1014 :	0 0 1 
wam.txt 1015 :	0 1 1 
wam.txt 1016 :	0 0 1 
wam.txt 1017 :	0 1 0 
wam.txt 1018 :	0 0 0 
wam.txt 1019 :	0 1 1 
wam.txt 1020 :	0 1 0 
wam.txt 1021 :	1 1 1 
wam.txt 1022 :	0 0 1 
wam.txt 1023 :	0 1 1 
wam.txt 1024 :	0 0 1 
wam.txt 1025 :	0 0 1 
wam.txt 1026 :	0 1 1 
wam.txt 1027 :	0 1 1 
wam.txt 1028 :	0 1 1 
wam.txt 1029 :	1 1 1 
wam.txt 1030 :	0 0 1 
wam.txt 1031 :	0 0 1 
wam.txt 1032 :	0 1 1 
wam.txt 1033 :	0 0 1 
wam.txt 1034 :	0 1 1 
wam.txt 1035 :	0 0 1 
wam.txt 1036 :	0 1 1 
wam.txt 1037 :	0 1 1 
wam.txt 1038 :	0 0 1 
wam.txt 1039 :	0 0 1 
wam.txt 1040 :	1 0 1 
wam.txt 1041 :	0 0 0 
wam.txt 1042 :	0 0 1 
wam.txt 1043 :	0 1 1 
wam.txt 1044 :	1 0 1 
wam.txt 1045 :	0 1 1 
wam.txt 1046 :	0 0 1 
wam.txt 1047 :	0 0 0 
wam.txt 1048 :	0 1 1 
wam.txt 1049 :	0 1 1 
wam.txt 1050 :	1 1 1 
wam.txt 1051 :	1 1 1 
wam.txt 1052 :	0 1 1 
wam.txt 1053 :	0 0 1 
wam.txt 1054 :	0 1 1 
wam.txt 1055 :	0 1 0 
wam.txt 1056 :	0 1 1 
wam.txt 1057 :	0 0 1 
wam.txt 1058 :	0 0 1 
wam.txt 1059 :	0 1 0 
wam.txt 1060 :	0 1 1 
wam.txt 1061 :	0 0 0 
wam.txt 1062 :	0 1 1 
wam.txt 1063 :	0 0 1 
wam.txt 1064 :	0 0 1 
wam.txt 1065 :	0 1 0 
wam.txt 1066 :	0 0 0 
wam.txt 1067 :	0 0 1 
wam.txt 1068 :	0 1 1 
wam.txt 1069 :	0 0 1 
wam.txt 1070 :	0 0 1 
wam.txt 1071 :	0 1 0 
wam.txt 1072 :	0 0 1 
wam.txt 1073 :	0 0 1 
wam.txt 1074 :	0 0 1 
wam.txt 1075 :	0 1 1 
wam.txt 1076 :	0 0 1 
wam.txt 1077 :	0 1 1 
wam.txt 1078 :	0 1 1 
wam.txt 1079 :	0 1 0 
wam.txt 1080 :	0 0 1 
wam.txt 1081 :	0 0 1 
wam.txt 1082 :	0 1 1 
wam.txt 1083 :	0 0 1 
wam.txt 1084 :	0 0 1 
wam.txt 1085 :	0 1 1 
wam.txt 1086 :	0 0 1 
wam.txt 1087 :	1 0 1 
wam.txt 1088 :	0 1 1 
wam.txt 1089 :	0 1 1 
wam.txt 1090 :	0 1 1 
wam.txt 1091 :	0 1 1 
wam.txt 1092 :	0 0 1 
wam.txt 1093 :	0 1 1 
wam.txt 1094 :	0 0 1 
wam.txt 1095 :	0 0 1 
wam.txt 1096 :	0 0 1 
wam.txt 1097 :	0 0 1 
wam.txt 1098 :	0 1 1 
wam.txt 1099 :	0 1 0 
wam.txt 1100 :	0 0 1 
wam.txt 1101 :	0 1 1 
wam.txt 1102 :	0 1 1 
wam.txt 1103 :	1 1 1 
wam.txt 1104 :	0 0 1 
wam.txt 1105 :	0 1 1 
wam.txt 1106 :	0 1 0 
wam.txt 1107 :	0 0 1 
wam.txt 1108 :	0 0 1 
wam.txt 1109 :	0 0 1 
wam.txt 1110 :	0 0 1 
wam.txt 1111 :	0 0 1 
wam.txt 1112 :	0 1 0 
wam.txt 1113 :	0 1 1 
wam.txt 1114 :	0 0 1 
wam.txt 1115 :	0 0 1 
wam.txt 1116 :	0 0 1 
wam.txt 1117 :	0 0 0 
wam.txt 1118 :	1 1 0 
wam.txt 1119 :	1 0 1 
wam.txt 1120 :	1 0 1 
wam.txt 1121 :	0 0 1 
wam.txt 1122 :	0 0 1 
wam.txt 1123 :	0 0 1 
wam.txt 1124 :	0 0 1 
wam.txt 1125 :	0 0 1 
wam.txt 1126 :	0 0 1 
wam.txt 1127 :	0 1 1 
wam.txt 1128 :	0 1 1 
wam.txt 1129 :	0 1 1 
wam.txt 1130 :	0 0 1 
wam.txt 1131 :	0 1 1 
wam.txt 1132 :	0 1 1 
wam.txt 1133 :	0 0 1 
wam.txt 1134 :	0 1 1 
wam.txt 1135 :	0 1 1 
wam.txt 1136 :	0 0 1 
wam.txt 1137 :	0 1 1 
wam.txt 1138 :	0 1 1 
wam.txt 1139 :	1 0 1 
wam.txt 1140 :	0 1 1 
wam.txt 1141 :	0 1 1 
wam.txt 1142 :	0 1 1 
wam.txt 1143 :	0 0 1 
wam.txt 1144 :	0 1 1 
wam.txt 1145 :	1 1 1 
wam.txt 1146 :	0 0 1 
wam.txt 1147 :	0 1 1 
wam.txt 1148 :	0 0 1 
wam.txt 1149 :	0 0 1 
wam.txt 1150 :	0 1 1 
wam.txt 1151 :	0 0 1 
wam.txt 1152 :	0 0 0 
wam.txt 1153 :	1 0 1 
wam.txt 1154 :	0 0 1 
wam.txt 1155 :	0 1 1 
wam.txt 1156 :	0 0 1 
wam.txt 1157 :	0 0 1 
wam.txt 1158 :	0 0 0 
wam.txt 1159 :	0 0 1 
wam.txt 1160 :	0 1 1 
wam.txt 1161 :	1 0 1 
wam.txt 1162 :	0 0 1 
wam.txt 1163 :	0 1 1 
wam.txt 1164 :	0 0 1 
wam.txt 1165 :	0 0 1 
wam.txt 1166 :	0 1 1 
wam.txt 1167 :	0 1 1 
wam.txt 1168 :	0 0 1 
wam.txt 1169 :	0 1 1 
wam.txt 1170 :	0 0 1 
wam.txt 1171 :	0 0 1 
wam.txt 1172 :	1 0 1 
wam.txt 1173 :	0 1 1 
wam.txt 1174 :	0 1 1 
wam.txt 1175 :	0 1 1 
wam.txt 1176 :	0 1 1 
wam.txt 1177 :	1 1 1 
wam.txt 1178 :	0 1 1 
wam.txt 1179 :	0 0 1 
wam.txt 1180 :	0 1 1 
wam.txt 1181 :	0 0 1 
wam.txt 1182 :	0 1 1 
wam.txt 1183 :	0 1 1 
wam.txt 1184 :	0 1 1 
wam.txt 1185 :	0 0 0 
wam.txt 1186 :	1 0 1 
wam.txt 1187 :	0 1 0 
wam.txt 1188 :	1 1 1 
wam.txt 1189 :	0 1 1 
wam.txt 1190 :	0 1 1 
wam.txt 1191 :	0 1 1 
wam.txt 1192 :	0 1 1 
wam.txt 1193 :	0 1 1 
wam.txt 1194 :	0 0 1 
wam.txt 1195 :	0 0 1 
wam.txt 1196 :	0 0 1 
wam.txt 1197 :	0 1 1 
wam.txt 1198 :	0 1 1 
wam.txt 1199 :	0 0 1 
wam.txt 1200 :	1 1 1 
wam.txt 1201 :	0 0 1 
wam.txt 1202 :	0 1 1 
wam.txt 1203 :	0 0 1 
wam.txt 1204 :	0 1 1 
wam.txt 1205 :	0 1 1 
wam.txt 1206 :	0 0 1 
wam.txt 1207 :	0 1 1 
wam.txt 1208 :	0 1 1 
wam.txt 1209 :	0 1 1 
wam.txt 1210 :	0 1 1 
wam.txt 1211 :	0 0 1 
wam.txt 1212 :	0 1 1 
wam.txt 1213 :	0 0 1 
wam.txt 1214 :	0 1 1 
wam.txt 1215 :	0 0 1 
wam.txt 1216 :	0 1 0 
wam.txt 1217 :	1 1 1 
wam.txt 1218 :	0 0 1 
wam.txt 1219 :	0 0 1 
wam.txt 1220 :	0 0 1 
wam.txt 1221 :	1 1 1 
wam.txt 1222 :	0 0 1 
wam.txt 1223 :	0 0 1 
wam.txt 1224 :	0 0 1 
wam.txt 1225 :	0 1 1 
wam.txt 1226 :	0 1 1 
wam.txt 1227 :	0 1 1 
wam.txt 1228 :	1 0 1 
wam.txt 1229 :	0 1 1 
wam.txt 1230 :	0 1 1 
wam.txt 1231 :	1 1 1 
wam.txt 1232 :	0 1 1 
wam.txt 1233 :	0 0 1 
wam.txt 1234 :	0 1 1 
wam.txt 1235 :	0 0 1 
wam.txt 1236 :	0 1 1 
wam.txt 1237 :	0 1 1 
wam.txt 1238 :	0 1 1 
wam.txt 1239 :	0 1 1 
wam.txt 1240 :	1 1 1 
wam.txt 1241 :	0 1 1 
wam.txt 1242 :	0 1 1 
wam.txt 1243 :	0 1 1 
wam.txt 1244 :	0 1 1 
wam.txt 1245 :	0 1 1 
wam.txt 1246 :	0 0 1 
wam.txt 1247 :	0 1 1 
wam.txt 1248 :	0 0 1 
wam.txt 1249 :	1 1 0 
wam.txt 1250 :	0 1 1 
wam.txt 1251 :	0 1 1 
wam.txt 1252 :	0 0 1 
wam.txt 1253 :	0 0 1 
wam.txt 1254 :	0 0 1 
wam.txt 1255 :	0 1 1 
wam.txt 1256 :	0 0 1 
wam.txt 1257 :	0 0 1 
wam.txt 1258 :	0 1 1 
wam.txt 1259 :	0 1 1 
wam.txt 1260 :	0 0 1 
wam.txt 1261 :	0 0 1 
wam.txt 1262 :	0 0 0 
wam.txt 1263 :	0 0 1 
wam.txt 1264 :	0 0 1 
wam.txt 1265 :	0 1 1 
wam.txt 1266 :	0 0 1 
wam.txt 1267 :	0 0 1 
wam.txt 1268 :	0 1 1 
wam.txt 1269 :	0 0 1 
wam.txt 1270 :	0 1 1 
wam.txt 1271 :	0 1 1 
wam.txt 1272 :	0 0 1 
wam.txt 1273 :	0 1 0 
wam.txt 1274 :	0 1 1 
wam.txt 1275 :	0 0 1 
wam.txt 1276 :	0 0 1 
wam.txt 1277 :	0 0 1 
wam.txt 1278 :	1 0 0 
wam.txt 1279 :	0 1 1 
wam.txt 1280 :	0 1 1 
wam.txt 1281 :	0 1 1 
wam.txt 1282 :	0 1 1 
wam.txt 1283 :	0 0 1 
wam.txt 1284 :	0 0 1 
wam.txt 1285 :	0 0 1 
wam.txt 1286 :	0 0 1 
wam.txt 1287 :	0 1 1 
wam.txt 1288 :	0 1 0 
wam.txt 1289 :	0 0 1 
wam.txt 1290 :	0 0 1 
wam.txt 1291 :	0 0 1 
wam.txt 1292 :	1 0 1 
wam.txt 1293 :	0 0 1 
wam.txt 1294 :	0 1 0 
wam.txt 1295 :	0 1 1 
wam.txt 1296 :	0 0 1 
wam.txt 1297 :	0 1 1 
wam.txt 1298 :	0 0 1 
wam.txt 1299 :	0 0 1 
wam.txt 1300 :	0 0 1 
wam.txt 1301 :	0 0 1 
wam.txt 1302 :	0 0 1 
wam.txt 1303 :	0 0 0 
wam.txt 1304 :	1 1 1 
wam.txt 1305 :	0 1 1 
wam.txt 1306 :	0 0 1 
wam.txt 1307 :	0 0 1 
wam.txt 1308 :	0 1 1 
wam.txt 1309 :	0 1 1 
wam.txt 1310 :	0 0 1 
wam.txt 1311 :	0 1 1 
wam.txt 1312 :	0 1 1 
wam.txt 1313 :	0 0 1 
wam.txt 1314 :	0 0 1 
wam.txt 1315 :	0 1 1 
wam.txt 1316 :	1 1 1 
wam.txt 1317 :	0 0 1 
wam.txt 1318 :	0 0 1 
wam.txt 1319 :	0 0 1 
wam.txt 1320 :	0 1 1 
wam.txt 1321 :	0 1 1 
wam.txt 1322 :	1 1 0 
wam.txt 1323 :	0 0 0 
wam.txt 1324 :	1 1 1 
wam.txt 1325 :	0 0 1 
wam.txt 1326 :	0 0 1 
wam.txt 1327 :	0 1 1 
wam.txt 1328 :	0 0 0 
wam.txt 1329 :	0 0 0 
wam.txt 1330 :	0 0 1 
wam.txt 1331 :	0 0 1 
wam.txt 1332 :	0 1 1 
wam.txt 1333 :	0 1 0 
wam.txt 1334 :	0 0 1 
wam.txt 1335 :	0 0 1 
wam.txt 1336 :	0 1 0 
wam.txt 1337 :	0 1 1 
wam.txt 1338 :	1 0 1 
wam.txt 1339 :	0 1 1 
wam.txt 1340 :	0 1 1 
wam.txt 1341 :	0 1 1 
wam.txt 1342 :	0 0 1 
wam.txt 1343 :	0 1 1 
wam.txt 1344 :	0 1 1 
wam.txt 1345 :	1 0 1 
wam.txt 1346 :	0 0 1 
wam.txt 1347 :	0 0 1 
wam.txt 1348 :	0 0 0 
wam.txt 1349 :	0 0 1 
wam.txt 1350 :	0 1 1 
wam.txt 1351 :	0 0 0 
wam.txt 1352 :	0 1 1 
wam.txt 1353 :	1 1 1 
wam.txt 1354 :	0 1 0 
wam.txt 1355 :	0 0 1 
wam.txt 1356 :	0 0 1 
wam.txt 1357 :	0 1 1 
wam.txt 1358 :	0 1 1 
wam.txt 1359 :	0 1 1 
wam.txt 1360 :	0 0 1 
wam.txt 1361 :	0 1 1 
wam.txt 1362 :	0 1 1 
wam.txt 1363 :	1 0 1 
wam.txt 1364 :	0 1 0 
wam.txt 1365 :	0 0 0 
wam.txt 1366 :	0 1 1 
wam.txt 1367 :	0 1 1 
wam.txt 1368 :	0 1 1 
wam.txt 1369 :	0 0 1 
wam.txt 1370 :	0 0 1 
wam.txt 1371 :	0 0 1 
wam.txt 1372 :	1 1 1 
wam.txt 1373 :	1 1 1 
wam.txt 1374 :	0 0 1 
wam.txt 1375 :	0 1 1 
wam.txt 1376 :	0 0 1 
wam.txt 1377 :	0 0 1 
wam.txt 1378 :	0 1 1 
wam.txt 1379 :	1 1 1 
wam.txt 1380 :	0 1 1 
wam.txt 1381 :	1 1 1 
wam.txt 1382 :	1 0 0 
wam.txt 1383 :	0 0 1 
wam.txt 1384 :	0 0 1 
wam.txt 1385 :	0 1 1 
wam.txt 1386 :	0 0 1 
wam.txt 1387 :	0 1 1 
wam.txt 1388 :	1 0 1 
wam.txt 1389 :	0 1 1 
wam.txt 1390 :	0 0 1 
wam.txt 1391 :	0 0 1 
wam.txt 1392 :	0 1 1 
wam.txt 1393 :	0 1 1 
wam.txt 1394 :	1 0 1 
wam.txt 1395 :	0 0 1 
wam.txt 1396 :	0 0 1 
wam.txt 1397 :	0 1 1 
wam.txt 1398 :	0 1 0 
wam.txt 1399 :	0 0 1 
wam.txt 1400 :	1 1 1 
wam.txt 1401 :	0 1 1 
wam.txt 1402 :	0 1 1 
wam.txt 1403 :	0 0 1 
wam.txt 1404 :	1 1 1 
wam.txt 1405 :	0 1 1 
wam.txt 1406 :	0 1 1 
wam.txt 1407 :	0 1 1 
wam.txt 1408 :	0 0 1 
wam.txt 1409 :	0 1 1 
wam.txt 1410 :	0 0 1 
wam.txt 1411 :	0 0 1 
wam.txt 1412 :	0 0 0 
wam.txt 1413 :	0 1 1 
wam.txt 1414 :	0 0 1 
wam.txt 1415 :	0 1 1 
wam.txt 1416 :	0 0 1 
wam.txt 1417 :	0 0 1 
wam.txt 1418 :	0 0 1 
wam.txt 1419 :	0 0 1 
wam.txt 1420 :	0 1 1 
wam.txt 1421 :	0 0 1 
wam.txt 1422 :	0 0 1 
wam.txt 1423 :	0 1 1 
wam.txt 1424 :	0 0 1 
wam.txt 1425 :	0 1 1 
wam.txt 1426 :	0 1 1 
wam.txt 1427 :	0 1 1 
wam.txt 1428 :	0 1 1 
wam.txt 1429 :	0 1 0 
wam.txt 1430 :	0 0 1 
wam.txt 1431 :	0 1 1 
wam.txt 1432 :	0 1 1 
wam.txt 1433 :	0 1 1 
wam.txt 1434 :	0 0 1 
wam.txt 1435 :	0 1 1 
wam.txt 1436 :	0 0 1 
wam.txt 1437 :	0 1 1 
wam.txt 1438 :	0 1 1 
wam.txt 1439 :	0 0 1 
wam.txt 1440 :	0 0 1 
wam.txt 1441 :	0 1 0 
wam.txt 1442 :	0 0 1 
wam.txt 1443 :	0 0 1 
wam.txt 1444 :	0 0 1 
wam.txt 1445 :	1 0 1 
wam.txt 1446 :	0 0 1 
wam.txt 1447 :	0 0 1 
wam.txt 1448 :	0 0 1 
wam.txt 1449 :	0 1 1 
wam.txt 1450 :	0 1 1 
wam.txt 1451 :	1 0 1 
wam.txt 1452 :	0 1 1 
wam.txt 1453 :	1 1 0 
wam.txt 1454 :	0 0 1 
wam.txt 1455 :	0 0 1 
wam.txt 1456 :	0 0 1 
wam.txt 1457 :	0 1 1 
wam.txt 1458 :	0 0 1 
wam.txt 1459 :	0 1 1 
wam.txt 1460 :	0 0 1 
wam.txt 1461 :	0 0 1 
wam.txt 1462 :	1 1 1 
wam.txt 1463 :	0 1 1 
wam.txt 1464 :	0 1 1 
wam.txt 1465 :	0 1 1 
wam.txt 1466 :	1 1 1 
wam.txt 1467 :	0 0 1 
wam.txt 1468 :	1 1 1 
wam.txt 1469 :	0 1 1 
wam.txt 1470 :	0 1 1 
wam.txt 1471 :	0 0 1 
wam.txt 1472 :	0 0 1 
wam.txt 1473 :	1 1 0 
wam.txt 1474 :	0 0 1 
wam.txt 1475 :	0 1 1 
wam.txt 1476 :	0 1 1 
wam.txt 1477 :	0 0 0 
wam.txt 1478 :	0 0 1 
wam.txt 1479 :	0 1 1 
wam.txt 1480 :	1 0 1 
wam.txt 1481 :	0 0 1 
wam.txt 1482 :	0 1 1 
wam.txt 1483 :	0 1 0 
wam.txt 1484 :	0 0 1 
wam.txt 1485 :	0 0 1 
wam.txt 1486 :	0 1 1 
wam.txt 1487 :	0 1 1 
wam.txt 1488 :	0 0 0 
wam.txt 1489 :	1 1 1 
wam.txt 1490 :	0 1 1 
wam.txt 1491 :	0 0 1 
wam.txt 1492 :	0 1 1 
wam.txt 1493 :	0 1 1 
wam.txt 1494 :	0 1 1 
wam.txt 1495 :	0 1 1 
wam.txt 1496 :	1 0 1 
wam.txt 1497 :	0 0 1 
wam.txt 1498 :	0 0 1 
wam.txt 1499 :	0 1 1 
wam.txt 1500 :	0 1 1 
wam.txt 1501 :	0 0 1 
wam.txt 1502 :	0 0 1 
wam.txt 1503 :	0 1 1 
wam.txt 1504 :	0 0 0 
wam.txt 1505 :	0 0 1 
wam.txt 1506 :	0 1 1 
wam.txt 1507 :	0 0 1 
wam.txt 1508 :	0 0 1 
wam.txt 1509 :	0 1 1 
wam.txt 1510 :	0 1 1 
wam.txt 1511 :	0 1 1 
wam.txt 1512 :	0 0 1 
wam.txt 1513 :	0 1 1 
wam.txt 1514 :	0 1 1 
wam.txt 1515 :	0 1 1 
wam.txt 1516 :	0 0 1 
wam.txt 1517 :	0 0 1 
wam.txt 1518 :	0 0 1 
wam.txt 1519 :	0 1 0 
wam.txt 1520 :	0 1 1 
wam.txt 1521 :	0 1 0 
wam.txt 1522 :	0 1 1 
wam.txt 1523 :	0 0 1 
wam.txt 1524 :	0 1 1 
wam.txt 1525 :	0 0 1 
wam.txt 1526 :	0 0 1 
wam.txt 1527 :	0 1 1 
wam.txt 1528 :	0 1 1 
wam.txt 1529 :	0 0 1 
wam.txt 1530 :	0 1 0 
wam.txt 1531 :	1 0 1 
wam.txt 1532 :	0 0 0 
wam.txt 1533 :	0 1 1 
wam.txt 1534 :	0 1 1 
wam.txt 1535 :	0 1 1 
wam.txt 1536 :	0 0 1 
wam.txt 1537 :	0 1 1 
wam.txt 1538 :	0 1 1 
wam.txt 1539 :	0 1 1 
wam.txt 1540 :	0 1 1 
wam.txt 1541 :	0 0 1 
wam.txt 1542 :	0 0 1 
wam.txt 1543 :	0 0 1 
wam.txt 1544 :	0 0 1 
wam.txt 1545 :	0 0 1 
wam.txt 1546 :	0 1 1 
wam.txt 1547 :	0 0 1 
wam.txt 1548 :	0 0 1 
wam.txt 1549 :	0 1 1 
wam.txt 1550 :	0 0 1 
wam.txt 1551 :	0 1 0 
wam.txt 1552 :	0 0 1 
wam.txt 1553 :	0 1 1 
wam.txt 1554 :	0 0 1 
wam.txt 1555 :	0 0 1 
wam.txt 1556 :	0 1 1 
wam.txt 1557 :	0 0 1 
wam.txt 1558 :	0 0 0 
wam.txt 1559 :	0 0 1 
wam.txt 1560 :	0 1 1 
wam.txt 1561 :	0 0 1 
wam.txt 1562 :	0 0 1 
wam.txt 1563 :	0 0 1 
wam.txt 1564 :	0 1 1 
wam.txt 1565 :	0 1 1 
wam.txt 1566 :	1 1 1 
wam.txt 1567 :	0 0 0 
wam.txt 1568 :	0 0 1 
wam.txt 1569 :	0 0 0 
wam.txt 1570 :	0 0 1 
wam.txt 1571 :	0 1 1 
wam.txt 1572 :	0 1 1 
wam.txt 1573 :	0 1 1 
wam.txt 1574 :	0 1 1 
wam.txt 1575 :	0 0 1 
wam.txt 1576 :	1 0 0 
wam.txt 1577 :	0 0 1 
wam.txt 1578 :	0 1 1 
wam.txt 1579 :	0 1 1 
wam.txt 1580 :	0 1 0 
wam.txt 1581 :	0 0 1 
wam.txt 1582 :	0 1 1 
wam.txt 1583 :	0 0 1 
wam.txt 1584 :	0 0 1 
wam.txt 1585 :	0 0 0 
wam.txt 1586 :	0 0 0 
wam.txt 1587 :	0 1 1 
wam.txt 1588 :	1 1 0 
wam.txt 1589 :	0 1 1 
wam.txt 1590 :	0 0 1 
wam.txt 1591 :	0 0 1 
wam.txt 1592 :	0 1 1 
wam.txt 1593 :	0 0 1 
wam.txt 1594 :	0 1 1 
wam.txt 1595 :	0 1 1 
wam.txt 1596 :	0 0 1 
wam.txt 1597 :	0 0 1 
wam.txt 1598 :	0 1 1 
wam.txt 1599 :	0 0 1 
wam.txt 1600 :	0 0 1 
wam.txt 1601 :	0 1 1 
wam.txt 1602 :	0 0 1 
wam.txt 1603 :	0 0 1 
wam.txt 1604 :	0 0 1 
wam.txt 1605 :	0 1 1 
wam.txt 1606 :	0 1 1 
wam.txt 1607 :	0 1 0 
